2026-04-02 15:30,001,Regular,40
2026-04-02 15:30,004,Special,432
2026-04-02 15:30,067,Special,1
2026-04-02 15:32,001,Regular,40
2026-04-02 15:32,004,Regular,40
2026-04-02 15:34,001,Regular,40
2026-04-02 15:34,004,Regular,40
2026-04-02 15:41,001,Regular,40
2026-04-02 15:41,004,Regular,40
2026-04-02 15:41,067,Regular,40
2026-04-07 09:40,001,Regular,40
2026-04-07 09:40,003,Special,50
2026-04-17 11:35,001,Regular,40
2026-04-17 12:37,001,Special,100
2026-04-17 12:40,002,Regular,40
2026-04-17 12:40,001,Regular,40
2026-04-17 12:40,003,Regular,40
2026-04-17 12:41,002,Regular,40
2026-04-17 12:41,001,Regular,40
2026-04-17 12:41,003,Regular,40
2026-04-17 12:41,002,Regular,40
2026-04-17 12:41,001,Regular,40
2026-04-17 12:42,002,Regular,40
2026-04-17 12:43,001,Regular,40
2026-04-17 12:43,003,Regular,40
2026-04-17 12:43,002,Regular,40
2026-04-17 12:43,001,Regular,40
2026-04-17 12:43,003,Regular,40
2026-04-17 12:43,001,Regular,40
2026-04-17 12:43,002,Regular,40
2026-04-20 22:02,3,Regular,40
2026-04-20 22:02,1,Regular,40
2026-04-20 22:02,2,Regular,40
2026-04-20 22:03,1,Regular,40
